id,distanceToJita,region,constellation,name,security,neighbors,planets
30003932,25,Khanid,Budar,Timudan,0.12,30003930:30003931:30003933:30003934,40248827:40248829:40248831:40248835:40248845:40248854:40248879:40248905
30003933,26,Khanid,Budar,Ibani,0.11,30003932:30003935,40248909:40248911:40248914:40248932:40248952:40248971:40248997:40248999
30003934,26,Khanid,Budar,Cabeki,0.09,30003932,40249005:40249007:40249018:40249021:40249023:40249049:40249084:40249088
30003935,26,Khanid,Budar,Irmalin,0.06,30003931:30003933,40249092:40249094:40249096:40249098:40249101:40249103:40249109:40249114:40249131:40249138
30003936,28,Khanid,Alpakian,Nakis,0.23,30003928:30003937:30003939:30003940,40249142:40249144:40249146:40249147:40249148:40249152:40249163:40249178:40249181
30003937,29,Khanid,Alpakian,Hezere,0.22,30003936:30003938,40249185:40249187:40249189:40249206:40249223:40249227:40249232
30003938,30,Khanid,Alpakian,Fanathor,0.26,30003937:30003940,40249237:40249238:40249239:40249241:40249243:40249260:40249290
30003939,29,Khanid,Alpakian,Zirsem,0.28,30003936,40249297:40249298:40249299:40249300:40249301:40249303:40249306:40249309:40249324:40249348:40249351
30003940,29,Khanid,Alpakian,Pout,0.23,30003936:30003938:30003941,40249356:40249358:40249360:40249362:40249366:40249368:40249386:40249412:40249419
30003941,30,Khanid,Alpakian,Rafeme,0.18,30003940:30004301,40249424:40249425:40249427:40249429:40249431:40249433:40249452:40249474:40249503
30003942,25,Querious,H-6HGD,A2-V27,-0.39,30003887:30003943:30003944:30003946,40249506:40249508:40249511:40249512:40249514:40249517:40249520:40249523:40249527
30003943,26,Querious,H-6HGD,T8H-66,-0.31,30003942:30003944:30003945:30003946,40249531:40249533:40249534:40249543:40249546:40249568:40249595
30003944,26,Querious,H-6HGD,A3-LOG,-0.26,30003942:30003943,40249600:40249601:40249602:40249605:40249606:40249609:40249613:40249630
30003945,27,Querious,H-6HGD,7V-KHW,-0.17,30003943:30003947,40249637:40249640:40249642:40249649:40249672
30003946,26,Querious,H-6HGD,O3L-95,-0.37,30003942:30003943,40249678:40249680:40249682:40249684:40249686:40249690:40249694:40249697:40249717:40249721:40249760
30003947,28,Querious,H-6HGD,0-WT2D,-0.12,30003945:30003948,40249769:40249770:40249772:40249774:40249776:40249778:40249780:40249799:40249817:40249826
30003948,29,Querious,PUB-0R,7GCD-P,-0.10,30003947:30003949:30003951,40249831:40249833:40249835:40249839:40249843
30003949,30,Querious,PUB-0R,G-3BOG,-0.05,30003948:30003950:30003951,40249849:40249851:40249853:40249856:40249859:40249881:40249885:40249906:40249938:40249942
30003950,29,Querious,PUB-0R,K7D-II,-0.07,30003949:30003953:30003968:30003984,40249950:40249951:40249953:40249954:40249955:40249957:40249958:40249960:40249983:40250007:40250032
30003951,30,Querious,PUB-0R,L-6BE1,-0.04,30003948:30003949:30003952:30003962,40250037:40250039:40250042:40250043:40250047:40250049
30003952,31,Querious,PUB-0R,1M4-FK,-0.03,30003951,40250054:40250057:40250059:40250061:40250077:40250112:40250116
30003953,28,Querious,PUB-0R,V-LEKM,-0.06,30003950:30003954:30003978,40250121:40250123:40250125:40250127:40250130:40250132:40250134:40250150:40250161:40250166
30003954,27,Querious,YB7B-8,9ES-SI,-0.12,30003953:30003955:30003956:30003958:30003960,40250180:40250182:40250187:40250190:40250193:40250217:40250221:40250225:40250229
30003955,28,Querious,YB7B-8,UQY-IK,-0.07,30003954:30003961,40250234:40250236:40250238:40250240:40250243:40250247:40250268:40250272:40250305
30003956,26,Querious,YB7B-8,60M-TG,-0.35,30003954:30003957:30003960:30003961,40250310:40250311:40250313:40250316:40250318:40250321:40250322:40250326:40250340:40250362:40250392:40250396
30003957,25,Querious,YB7B-8,0TKF-6,-0.42,30003956:30003959:30003960:30004019,40250402:40250403:40250405:40250406:40250408:40250410:40250411:40250414:40250416:40250432:40250435:40250456
30003958,27,Querious,YB7B-8,TV8-HS,-0.12,30003954:30003960,40250479:40250480:40250482:40250483:40250485:40250488:40250507:40250530:40250544:40250547
30003959,26,Querious,YB7B-8,VT-G2P,-0.57,30003957,40250551:40250552:40250555:40250557:40250558:40250560:40250565:40250570
30003960,26,Querious,YB7B-8,YOP-0T,-0.56,30003954:30003956:30003957:30003958,40250597:40250598:40250600:40250603:40250606:40250624:40250649:40250653:40250667
30003961,27,Querious,YB7B-8,9-HM04,-0.16,30003955:30003956,40250670:40250673:40250686:40250699:40250719:40250723
30003962,31,Querious,A-Z7C9,MKD-O8,-0.04,30003951:30003963,40250725:40250727:40250734:40250749:40250758:40250776:40250800:40250831:40250835
30003963,32,Querious,A-Z7C9,GOP-GE,-0.04,30003962:30003964,40250841:40250842:40250844:40250847:40250851:40250854:40250866:40250871:40250896
30003964,33,Querious,A-Z7C9,SKR-SP,-0.01,30003963:30003965,40250904:40250906:40250908:40250909:40250911:40250914:40250924:40250935
30003965,34,Querious,A-Z7C9,V-3U8T,-0.01,30003964:30003966,40250940:40250942:40250944:40250945:40250947:40250951:40250957:40250973:40250992:40251029
30003966,35,Querious,A-Z7C9,T8T-RA,-0.01,30003965:30003967,40251035:40251036:40251039:40251041:40251045:40251051:40251054:40251076
30003967,36,Querious,A-Z7C9,A-BO4V,0.00,30003966:30004706,40251108:40251109:40251111:40251112:40251114:40251115:40251117:40251130:40251153:40251187
30003968,30,Querious,9NP-KR,W-IX39,-0.09,30003950:30003969:30003971:30003974,40251191:40251193:40251194:40251196:40251198:40251201:40251223:40251230:40251253
30003969,31,Querious,9NP-KR,K-B8DK,-0.20,30003968:30003970:30003971,40251258:40251260:40251262:40251264:40251266
30003970,32,Querious,9NP-KR,L-6W1J,-0.14,30003969:30003976,40251271:40251275:40251298:40251314:40251336:40251339
30003971,31,Querious,9NP-KR,P4-3TJ,-0.29,30003968:30003969:30003972:30003973,40251343:40251344:40251345:40251348:40251351:40251360:40251379:40251401:40251430:40251434
30003972,32,Querious,9NP-KR,K-Z0V4,-0.30,30003971,40251441:40251443:40251444:40251446:40251447:40251450:40251451:40251454:40251457:40251460:40251485
30003973,32,Querious,9NP-KR,LNVW-K,-0.50,30003971:30003974:30003975,40251489:40251491:40251494:40251496:40251500:40251503:40251510:40251513:40251526:40251553:40251557
30003974,31,Querious,9NP-KR,8B-SAJ,-0.40,30003968:30003973,40251560:40251562:40251564:40251566:40251572:40251576:40251600:40251619
30003975,33,Querious,9NP-KR,Q2-N6W,-0.75,30003973:30003977,40251622:40251623:40251624:40251626:40251627:40251629:40251630:40251651:40251655
30003976,33,Querious,9NP-KR,C-9RRR,-0.19,30003970,40251659:40251661:40251662:40251664:40251666:40251684:40251716
30003977,34,Querious,9NP-KR,A-5F4A,-0.83,30003975,40251720:40251722:40251724:40251727:40251744:40251747:40251751:40251779:40251791:40251794
30003978,29,Querious,8BO-IH,P-ZMZV,-0.14,30003953:30003979:30003981,40251799:40251801:40251804:40251806:40251808:40251821:40251824:40251831:40251833:40251861
30003979,30,Querious,8BO-IH,9CG6-H,-0.09,30003978:30003980:30003981:30003983,40251863:40251865:40251866:40251867:40251869:40251870:40251874:40251878:40251890:40251912
30003980,31,Querious,8BO-IH,NDII-Q,-0.04,30003979:30003982,40251922:40251923:40251925:40251927:40251930:40251932:40251935:40251944:40251954:40251963
30003981,29,Querious,8BO-IH,UYU-VV,-0.19,30003978:30003979:30003990,40251982:40251984:40251985:40251987:40251988:40252012:40252034
30003982,32,Querious,8BO-IH,K-L690,-0.05,30003980:30003996:30004003,40252040:40252042:40252049:40252067:40252092:40252102
30003983,31,Querious,8BO-IH,W6V-VM,-0.06,30003979,40252105:40252107:40252109:40252112:40252113:40252114:40252132:40252139:40252159:40252186
30003984,30,Querious,K-JO26,OGY-6D,-0.07,30003950:30003985:30003989,40252195:40252196:40252198:40252200:40252202:40252205:40252210:40252215:40252237:40252266
30003985,31,Querious,K-JO26,8-SNUD,-0.22,30003984:30003986:30003989,40252296:40252298:40252299:40252301:40252303:40252305:40252308:40252313:40252320:40252338
30003986,32,Querious,K-JO26,H-4R6Z,-0.28,30003985:30003987,40252345:40252347:40252349:40252351:40252354:40252356:40252358:40252365:40252380:40252407:40252440
30003987,32,Querious,K-JO26,IGE-NE,-0.23,30003986:30003988:30003989,40252444:40252446:40252448:40252451:40252453:40252456:40252459:40252465:40252469
30003988,33,Querious,K-JO26,UVHO-F,-0.77,30003987,40252474:40252476:40252479:40252482:40252490:40252493:40252496:40252514:40252518:40252523
30003989,31,Querious,K-JO26,Z-XX2J,-0.08,30003984:30003985:30003987,40252527:40252529:40252531:40252533:40252536
30003990,28,Querious,F-RA63,YW-SYT,-0.25,30003981:30003991,40252540:40252541:40252543:40252545:40252547:40252550:40252554:40252562:40252567:40252594:40252599:40252604
30003991,27,Querious,F-RA63,Z-UZZN,-0.47,30003990:30003992:30003993:30003995,40252609:40252610:40252612:40252614:40252624:40252649:40252663
30003992,27,Querious,F-RA63,DS-LO3,-0.67,30003991:30003994:30003995,40252668:40252671:40252673:40252675:40252677:40252679:40252696:40252718:40252740
30003993,28,Querious,F-RA63,BX2-ZX,-0.48,30003991,40252751:40252752:40252754:40252755:40252757:40252759:40252763:40252766:40252787:40252800:40252824
30003994,28,Querious,F-RA63,RF-CN3,-0.91,30003992,40252876:40252878:40252880:40252882:40252884:40252901:40252911
30003995,26,Querious,F-RA63,C-7SBM,-0.71,30003991:30003992:30004023,40252919:40252920:40252922:40252924:40252929:40252951
30003996,33,Querious,8ET-D1,ZAU-JW,-0.02,30003982:30003997:30003998:30004001,40252969:40252972:40252974:40252987:40253004:40253027:40253054:40253090
30003997,34,Querious,8ET-D1,YF-6L1,-0.02,30003996:30003998:30004002,40253094:40253096:40253098:40253102:40253110:40253134:40253160:40253206
30003998,34,Querious,8ET-D1,K-YI1L,-0.01,30003996:30003997:30003999,40253209:40253211:40253213:40253214:40253215:40253218:40253220:40253240:40253252
30003999,35,Querious,8ET-D1,KEJY-U,-0.01,30003998:30004000,40253260:40253261:40253263:40253264:40253266:40253269:40253272:40253279
30004000,36,Querious,8ET-D1,3BK-O7,-0.01,30003999,40253289:40253291:40253293:40253295:40253297:40253299:40253303:40253327:40253332
30004001,34,Querious,8ET-D1,8-GE2P,-0.01,30003996,40253339:40253340:40253341:40253343:40253345:40253350:40253368:40253373:40253395
30004002,35,Querious,8ET-D1,QXQ-I6,-0.02,30003997,40253402:40253404:40253406:40253408:40253412:40253414:40253434:40253460:40253468:40253472:40253477
30004003,33,Querious,MPJW-6,L3-I3K,-0.08,30003982:30004004:30004006:30004007,40253480:40253483:40253485:40253488:40253507:40253512:40253544:40253549
30004004,34,Querious,MPJW-6,3-JCJT,-0.28,30004003:30004005:30004007:30004008:30004010,40253551:40253552:40253554:40253555:40253557:40253558:40253562:40253567:40253589
30004005,35,Querious,MPJW-6,W-IIYI,-0.35,30004004,40253594:40253595:40253597:40253599:40253601:40253603:40253606:40253619:40253645:40253665
30004006,34,Querious,MPJW-6,AO-N1P,-0.13,30004003,40253669:40253671:40253673:40253676:40253677:40253679:40253688
30004007,34,Querious,MPJW-6,4-GJT1,-0.11,30004003:30004004,40253691:40253692:40253694:40253696:40253699:40253702:40253706:40253709:40253713
30004008,35,Querious,MPJW-6,5V-BJI,-0.43,30004004:30004009,40253717:40253719:40253721:40253724:40253732:40253755:40253774
30004009,36,Querious,MPJW-6,49-U6U,-0.57,30001260:30004008:30004011:30004012,40253780:40253781:40253783:40253785:40253787:40253792:40253801:40253806:40253826
30004010,35,Querious,MPJW-6,M1BZ-2,-0.19,30004004:30004012,40253854:40253856:40253860:40253877:40253904
30004011,37,Querious,MPJW-6,N-M1A3,-0.67,30004009:30004031,40253940:40253941:40253942:40253944:40253945:40253947:40253948:40253954:40253962
30004012,36,Querious,MPJW-6,8QT-H4,-0.15,30004009:30004010:30004758,40253976:40253977:40253978:40253981:40253983:40253984:40253985:40253988:40253990:40254012
30004013,35,Querious,3B-IWE,F2OY-X,-0.03,30004014:30004710,40254050:40254052:40254056:40254068:40254088:40254117
30004014,36,Querious,3B-IWE,4-2UXV,-0.02,30004013:30004015:30004018,40254119:40254121:40254122:40254125:40254128:40254144:40254166:40254196
30004015,36,Querious,3B-IWE,RKM-GE,-0.05,30004014:30004016:30004018,40254203:40254204:40254206:40254216:40254234:40254252:40254281
30004016,35,Querious,3B-IWE,DG-L7S,-0.15,30004015:30004017,40254284:40254285:40254286:40254287:40254289:40254292:40254313:40254332
30004017,34,Querious,3B-IWE,K4-RFZ,-0.20,30004016:30004025:30004308,40254379:40254380:40254382:40254384:40254386:40254390:40254412:40254417:40254424
30004018,37,Querious,3B-IWE,L-FVHR,-0.02,30004014:30004015,40254435:40254436:40254437:40254438:40254440:40254442:40254445:40254448:40254472:40254492:40254498:40254501
30004019,24,Querious,LI-BA0,3-FKCZ,-0.28,30003892:30003957:30004020:30004022:30004023,40254507:40254508:40254510:40254511:40254513:40254516:40254517:40254520:40254522:40254524
30004020,25,Querious,LI-BA0,ED-L9T,-0.42,30004019:30004021:30004022,40254529:40254531:40254532:40254534:40254536:40254538:40254542:40254547:40254549
30004021,26,Querious,LI-BA0,LS-V29,-0.60,30004020:30004023,40254554:40254556:40254559:40254580:40254602
30004022,25,Querious,LI-BA0,9SBB-9,-0.22,30004019:30004020,40254639:40254640:40254641:40254643:40254644:40254645:40254646:40254674:40254679
30004023,25,Querious,LI-BA0,I1Y-IU,-0.78,30003995:30004019:30004021:30004024,40254714:40254715:40254717:40254719:40254722:40254723:40254735:40254739:40254754:40254774:40254784:40254789
30004024,26,Querious,LI-BA0,U-HYZN,-0.88,30004023,40254792:40254793:40254795:40254796:40254797:40254799:40254823:40254826:40254831:40254834:40254840
30004025,35,Querious,4QZ-2M,8-YNBE,-0.46,30004017:30004026:30004028,40254847:40254849:40254850:40254852:40254855:40254859:40254862:40254886:40254909:40254935
30004026,36,Querious,4QZ-2M,YQX-7U,-0.63,30004025:30004027:30004029,40254940:40254942:40254954:40254968:40254974:40254988:40255020:40255023
30004027,37,Querious,4QZ-2M,QY1E-N,-0.60,30004026:30004798,40255025:40255026:40255028:40255030:40255044:40255065:40255085
30004028,36,Querious,4QZ-2M,E-VKJV,-0.46,30004025:30004764,40255090:40255092:40255094:40255096:40255099:40255101:40255105:40255125
30004029,37,Querious,4QZ-2M,BX-VEX,-0.86,30004026:30004030,40255132:40255134:40255136:40255138:40255140:40255143:40255160:40255180:40255184
30004030,38,Querious,4QZ-2M,B-7DFU,-1.00,30004029,40255191:40255193:40255194:40255196:40255199:40255201:40255204:40255208:40255215:40255240
30004031,38,Querious,XLL-Z7,ZXJ-71,-0.68,30004011:30004032:30004033,40255247:40255249:40255251:40255254:40255255:40255276:40255284:40255287:40255312:40255339
30004032,39,Querious,XLL-Z7,F-NXLQ,-0.79,30004031:30004033:30004034:30004035:30004036,40255343:40255345:40255351:40255353:40255355:40255375:40255397:40255402:40255405
30004033,39,Querious,XLL-Z7,ES-Q0W,-0.78,30004031:30004032:30004036,40255409:40255412:40255417:40255424:40255428:40255430:40255447:40255470
30004034,40,Querious,XLL-Z7,H74-B0,-0.68,30004032:30004036,40255479:40255481:40255483:40255497:40255515:40255529:40255550:40255555
30004035,40,Querious,XLL-Z7,NU4-2G,-0.97,30004032,40255559:40255560:40255562:40255586:40255595:40255599:40255619
30004036,40,Querious,XLL-Z7,3D5K-R,-0.68,30004032:30004033:30004034,40255627:40255628:40255630:40255632:40255635:40255637:40255639:40255642:40255662:40255665
30004037,20,Cloud Ring,Yrton,1-3HWZ,-0.04,30003335:30004038,40255669:40255670:40255672:40255674:40255675:40255676:40255680:40255701
30004038,19,Cloud Ring,Yrton,XT-R36,-0.04,30004037:30004039:30004041,40255727:40255729:40255731:40255732:40255734:40255737:40255740:40255743
30004039,18,Cloud Ring,Yrton,5-MLDT,-0.03,30004038:30004040:30004535,40255749:40255751:40255753:40255755:40255757:40255760:40255779
30004040,17,Cloud Ring,Yrton,B-DBYQ,0.00,30004039:30004041:30004042:30004589,40255817:40255819:40255821:40255840:40255862:40255889:40255892
30004041,18,Cloud Ring,Yrton,QXW-PV,0.00,30004038:30004040:30004064,40255896:40255898:40255900:40255902:40255907:40255912:40255916
30004042,16,Cloud Ring,Yrton,DY-F70,-0.01,30004040:30004043,40255920:40255922:40255936:40255938:40255966:40255986:40256024:40256027:40256067
30004043,15,Cloud Ring,Balenne,FD53-H,-0.01,30004042:30004044,40256071:40256072:40256073:40256074:40256076:40256080:40256085:40256096
30004044,14,Cloud Ring,Balenne,O-ZXUV,-0.01,30004043:30004045:30004046:30004048:30004050,40256099:40256100:40256101:40256104:40256107:40256110:40256116:40256120:40256124:40256140:40256145
30004045,14,Cloud Ring,Balenne,77-KDQ,-0.02,30004044:30004046:30004047,40256149:40256150:40256151:40256154:40256157:40256161
30004046,13,Cloud Ring,Balenne,F7C-H0,-0.01,30003841:30004044:30004045,40256167:40256168:40256170:40256173:40256186:40256191
30004047,15,Cloud Ring,Balenne,TN-T7T,-0.01,30004045,40256217:40256218:40256220:40256222:40256223:40256224:40256226:40256229:40256254:40256255:40256282
30004048,15,Cloud Ring,Balenne,1-NW2G,-0.01,30004044:30004049,40256286:40256287:40256288:40256290:40256292:40256293:40256296:40256300:40256303
30004049,16,Cloud Ring,Balenne,O-IVNH,0.00,30004048,40256337:40256338:40256340:40256343:40256345:40256362:40256396
30004050,15,Cloud Ring,Tinnimerci,O-0HW8,-0.03,30004044:30004051:30004053,40256401:40256403:40256406:40256410:40256413:40256416:40256430:40256447:40256469:40256472:40256505
30004051,15,Cloud Ring,Tinnimerci,YI-8ZM,-0.05,30004050:30004052:30004053:30004056,40256510:40256513:40256515:40256517:40256530:40256548:40256572:40256603
30004052,16,Cloud Ring,Tinnimerci,OU-X3P,-0.06,30004051:30004054,40256634:40256635:40256637:40256639:40256650:40256655:40256679
30004053,14,Cloud Ring,Tinnimerci,6-4V20,-0.02,30004050:30004051:30004055,40256684:40256685:40256687:40256688:40256690:40256693:40256714:40256737:40256743:40256764
30004054,17,Cloud Ring,Tinnimerci,Q-UA3C,-0.25,30004052:30004056,40256770:40256771:40256772:40256773:40256775:40256780:40256784:40256803:40256834:40256837
30004055,13,Cloud Ring,Tinnimerci,W-4NUU,-0.02,30004053:30045307,40256843:40256845:40256847:40256849:40256851:40256872:40256881:40256917
30004056,16,Cloud Ring,Tinnimerci,8R-RTB,-0.03,30004051:30004054:30004065,40256923:40256924:40256925:40256927:40256929:40256933:40256935:40256941:40256944:40256948
30004057,23,Cloud Ring,Prelle,6Z9-0M,-0.14,30004058:30004074,40256980:40256982:40256984:40256986:40256989:40256993:40257016
30004058,22,Cloud Ring,Prelle,FQ9W-C,-0.09,30004057:30004059,40257023:40257025:40257027:40257030:40257035:40257056:40257058:40257080:40257105:40257107
30004059,21,Cloud Ring,Prelle,9-4RP2,-0.24,30004058:30004060:30004061:30004062,40257114:40257116:40257120:40257140:40257161:40257189
30004060,20,Cloud Ring,Prelle,O-BDXB,-0.26,30004059:30004063:30004064,40257193:40257194:40257195:40257197:40257199:40257201:40257205:40257208:40257213:40257238:40257240:40257263:40257266
30004061,22,Cloud Ring,Prelle,G8AD-C,-0.11,30004059:30004063,40257271:40257273:40257274:40257276:40257278:40257280:40257282:40257284:40257286:40257305:40257331:40257358:40257362
30004062,22,Cloud Ring,Prelle,XZH-4X,-0.75,30004059,40257368:40257370:40257372:40257374:40257395:40257423:40257451
30004063,21,Cloud Ring,Prelle,Z-Y7R7,-0.15,30002046:30004060:30004061,40257484:40257486:40257488:40257490:40257492:40257509:40257517
30004064,19,Cloud Ring,Prelle,MJYW-3,-0.37,30004041:30004060,40257544:40257546:40257548:40257553:40257556:40257561:40257578:40257609:40257639
30004065,17,Cloud Ring,Assilot,PPG-XC,-0.01,30004056:30004066:30004068,40257644:40257645:40257646:40257648:40257652:40257674:40257702
30004066,18,Cloud Ring,Assilot,QA1-BT,-0.02,30004065:30004067,40257736:40257737:40257738:40257740:40257743:40257766:40257768:40257776
30004067,19,Cloud Ring,Assilot,5S-KNL,-0.03,30004066:30004068,40257780:40257781:40257782:40257785:40257789:40257792:40257796
30004068,18,Cloud Ring,Assilot,00TY-J,-0.03,30004065:30004067:30004069:30004070,40257803:40257805:40257807:40257809:40257812:40257836:40257854:40257861
30004069,19,Cloud Ring,Assilot,XG-D1L,-0.03,30004068:30004070:30004076,40257866:40257868:40257871:40257874:40257878:40257883:40257893
30004070,19,Cloud Ring,Assilot,6RCQ-V,-0.04,30003694:30004068:30004069,40257897:40257898:40257900:40257902:40257904:40257908:40257911:40257922
30004071,21,Cloud Ring,Miennue,28O-JY,-0.01,30004072:30004076,40257945:40257946:40257949:40257951:40257953:40257955:40257958:40257961:40257964
30004072,22,Cloud Ring,Miennue,CX7-70,-0.01,30004071:30004073,40257981:40257983:40257986:40257988:40257991:40257994:40258013:40258040
30004073,21,Cloud Ring,Miennue,6ON-RW,-0.01,30004072:30004074:30004075:30004076,40258047:40258048:40258050:40258052:40258054:40258061:40258083
30004074,22,Cloud Ring,Miennue,U65-CN,-0.01,30004057:30004073:30004075,40258111:40258113:40258115:40258118:40258125:40258139:40258157:40258161:40258167
30004075,21,Cloud Ring,Miennue,X-M9ON,-0.01,30004073:30004074:30004076,40258171:40258173:40258175:40258191:40258206:40258227
30004076,20,Cloud Ring,Miennue,P5-KCC,-0.02,30004069:30004071:30004073:30004075,40258232:40258233:40258234:40258237:40258239:40258240:40258243:40258246:40258266
30004077,12,Kador,Megeh,Hiroudeh,0.48,30003473:30004082,40258271:40258273:40258275:40258277:40258280:40258282:40258285:40258289
30004078,10,Kador,Megeh,Dresi,0.62,30004079:30004081:30004082:30004083,40258321:40258344
30004079,9,Kador,Megeh,Aphend,0.63,30004078:30004080,40258349:40258351:40258353:40258354:40258357:40258360:40258375:40258399
30004080,8,Kador,Megeh,Romi,0.72,30002282:30003503:30003508:30004079,40258405:40258406:40258408:40258409:40258423:40258428:40258434
30004081,11,Kador,Megeh,Zororzih,0.74,30002197:30004078:30004083:30004085,40258460:40258462:40258464:40258466:40258469:40258471:40258493:40258515:40258528:40258531:40258534
30004082,11,Kador,Megeh,Aharalel,0.57,30004077:30004078,40258536:40258538:40258544:40258568:40258598
30004083,11,Kador,Megeh,Gensela,0.69,30004078:30004081:30004113:30005192,40258603:40258604:40258605:40258606:40258607:40258609:40258611:40258616:40258629:40258635:40258647
30004084,13,Kador,Kakol,Ghesis,0.51,30004085:30004086:30004087:30004090,40258652:40258654:40258656:40258659:40258678
30004085,12,Kador,Kakol,Gamdis,0.69,30004081:30004084:30004088,40258719:40258720:40258722:40258724:40258726:40258728:40258730:40258734:40258740:40258741:40258757
30004086,14,Kador,Kakol,Joamma,0.55,30004084,40258761:40258762:40258763:40258765:40258767:40258769:40258772:40258788
30004087,13,Kador,Kakol,Gonan,0.48,30004084:30004089:30004096,40258795:40258797:40258799:40258800:40258802:40258804:40258818:40258823:40258828:40258849
30004088,13,Kador,Kakol,Joramok,0.79,30004085,40258854:40258855:40258857:40258860:40258865:40258868:40258886:40258889:40258898
30004089,14,Kador,Kakol,Neburab,0.46,30004087:30004140,40258903:40258905:40258907:40258910:40258931:40258956:40258984
30004090,14,Kador,Kakol,Aband,0.52,30004084:30004129,40258988:40258991:40258992:40258996:40259019:40259040
30004091,13,Kador,Febihkin,Uanim,0.64,30001652:30004092,40259045:40259047:40259049:40259052:40259055:40259057:40259085:40259088
30004092,13,Kador,Febihkin,Murini,0.60,30004091:30004093:30004094:30004150,40259093:40259097:40259111:40259138:40259140
30004093,14,Kador,Febihkin,Askonak,0.67,30004092:30004153,40259142:40259144:40259150:40259154:40259172
30004094,12,Kador,Febihkin,Nordar,0.57,30004092:30004095:30004130,40259183:40259184:40259186:40259188:40259200:40259223
30004095,11,Kador,Febihkin,Kador Prime,0.62,30002188:30004094:30004096:30004097,40259236:40259237:40259239:40259241:40259244:40259247:40259250:40259255:40259260:40259266
30004096,12,Kador,Febihkin,Khafis,0.60,30004087:30004095,40259268:40259269:40259271:40259273:40259275:40259277:40259294:40259311:40259342:40259351
30004097,12,Kador,Febihkin,Dantan,0.66,30004095:30005036:30005044,40259358:40259359:40259361:40259363:40259365:40259367:40259374:40259376:40259398
30004098,14,Kador,Trigentia,Turba,0.70,30001688:30004099:30004103:30004131,40259432:40259433:40259434:40259435:40259438:40259441:40259443:40259446:40259450:40259455:40259460:40259468:40259471:40259489
30004099,14,Kador,Trigentia,Sonama,0.77,30004098:30004100:30004101:30004102,40259493:40259495:40259497:40259501:40259503:40259522:40259555:40259587:40259591
30004100,15,Kador,Trigentia,Halibai,0.75,30004099,40259596:40259599:40259600:40259601
30004101,13,Kador,Trigentia,Suner,0.87,30004099:30004102:30005041,40259608:40259609:40259611:40259613:40259616:40259636:40259653:40259680
30004102,14,Kador,Trigentia,Inis-Ilix,0.91,30004099:30004101:30015042,40259685:40259686:40259689:40259692:40259695:40259698:40259701
30004103,15,Kador,Trigentia,Kothe,0.65,30004098,40259707:40259709:40259711:40259714:40259718:40259721:40259738:40259741:40259744:40259747:40259770:40259777
30004104,18,Kador,Heti,Ansasos,0.42,30004105:30004106:30005227,40259779:40259780:40259782:40259784:40259786:40259789:40259790:40259796:40259806
30004105,19,Kador,Heti,Dehrokh,0.37,30004104,40259810:40259812:40259813:40259815:40259831:40259840:40259841:40259861:40259878
30004106,17,Kador,Heti,Bordan,0.41,30004104:30004107:30004108:30004109,40259902:40259903:40259904:40259906:40259911:40259914:40259917:40259940
30004107,16,Kador,Heti,Zimmem,0.49,30004106:30004112,40259946:40259948:40259950:40259952:40259954:40259958:40259960:40259979:40259985:40260012:40260016
30004108,18,Kador,Heti,Chaneya,0.32,30004106:30004109,40260025:40260026:40260028:40260030:40260031:40260033:40260035:40260038:40260041:40260060:40260079
30004109,18,Kador,Heti,Oberen,0.35,30004106:30004108,40260085:40260088:40260089:40260092:40260115:40260118:40260144:40260168:40260171
30004110,14,Kador,Parrosa,Finid,0.49,30004111,40260175:40260176:40260178:40260180:40260181:40260183:40260185:40260187:40260190:40260217:40260228:40260239
30004111,13,Kador,Parrosa,Yarebap,0.50,30004110:30004113,40260254:40260255:40260257:40260259:40260261:40260262:40260288:40260328
30004112,15,Kador,Parrosa,Mandoo,0.51,30004107:30004114,40260358:40260360:40260362:40260381:40260404
30004113,12,Kador,Parrosa,Miah,0.55,30004083:30004111:30004115,40260408:40260409:40260411:40260413:40260416:40260419:40260423:40260428:40260449:40260453:40260458
30004114,14,Kador,Parrosa,Peyiri,0.54,30004112:30004115,40260464:40260465:40260466:40260468:40260470:40260473:40260476:40260503:40260527:40260530:40260533:40260559
30004115,13,Kador,Parrosa,Kamda,0.57,30004113:30004114:30005192,40260565:40260567:40260569:40260571:40260572:40260574:40260594:40260597:40260621:40260626:40260644:40260648:40260651
30004116,19,Kador,Favo,Rayeret,0.45,30004117:30004119:30005248,40260655:40260658:40260659:40260661:40260663:40260666:40260683:40260696:40260723
30004117,19,Kador,Favo,Bushemal,0.45,30004116:30004118:30004119,40260728:40260729:40260730:40260732:40260736:40260742:40260744:40260749:40260757:40260773:40260777
30004118,20,Kador,Favo,Ardhis,0.40,30004117:30004120,40260781:40260783:40260785:40260787:40260790:40260793:40260812:40260819:40260844
30004119,18,Kador,Favo,Gasavak,0.38,30004116:30004117:30004121,40260851:40260853:40260854:40260874:40260877:40260901:40260922
30004120,19,Kador,Favo,Iaokit,0.41,30004118:30005241,40260927:40260928:40260929:40260931:40260935:40260938:40260955:40260958:40260982:40260992:40261032
30004121,17,Kador,Favo,Menri,0.37,30004119:30004136,40261037:40261039:40261041:40261043:40261045:40261047:40261048:40261075:40261100:40261127:40261132:40261136
